,class,docs
497,Electrical Engineering,education detail electrical engineering skill detail microsft office excell power point exprience monthscompany detail company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fighting leadership certificate week management certificate week advance fighting including industrial safety week
498,Electrical Engineering,achievement oriented people management skill manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skill matched manage stress time people effectively handle multiple task project simultaneously travel relocateeducation detail electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt skill detail company detail company refcon engineering pvt description greenfield project project status libs braseries burkena faso africa completed citrus processing india nanded completed carlsberg group myanmar yangon completed united brewery mysore completed united brewery hyderabad completed haldiram food pvt nagpur completed tetrapak india pvt amreli completed united brewery rajasthan completed handling activity project preparing project schedule plan engineering design drawing technical specification client requirement review process pid selection instrument energy efficient process material specification approval modification electrical drawing requirement process flow diagram general electrical standard carry automation engineering includes hardware software specification generate control philosophy process automation pid process technical documentation manual calculate estimation project price bidding client includes mcc plc panel power control cabling tray earthing material selection electrical switchgear pcc mcc apfc panel power control cable motor protection metering pt acbs earthing lightning analog digital instrument floating project enquiry communicate vendor evaluate vendor quote technical alignment generate power distribution sld drawing load flow general arrangement drawing panel controller logic diagram developing cable route plan schedule cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc panel vfd drive softstarters programming danfoss schnider vacon siemens drive working experience siemens s7300 1200 1500 et200s series allenbready rslogix plc installation calibration troubleshooting field instrument pressure temperature transmitter pneumatic valve actuator modulating valve solenoid valve flow meter flow switch flow transmitter level transmitter carry loop testing control cable schedule hand experience troubleshooting engineering service maintenance operation managing electrical power equipment supervising commissioning activity handling mechanical maintenance service activity operating plant company kisanveer sugar pvt description handling activity year experience worked asst electrical engineer erection field power plant testing commissioning electrical maintenance operation allied activity testing commissioning installation panel vfd drive drive panel scheduling planning predictive preventive maintenance process plant root analysis including budgeting cost control activity managing overhauling maintenance motor shunt motor panel switchgears vfds soft starter set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker unit fcbc panel protection include microprocessor based relay numerical relay relay coordination monitoring plansschedules start maintenance activity achieving target implementing maintenance system shut time daily power monitoring calculation reporting monthly basis
499,Electrical Engineering,education detail july electrical electronics engineering bhopal madhya pradesh rgpv july diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill detail basic computer electrical machine electrical wiring solar power plant distribution substation exprience year monthscompany detail company enigma business advisor description solar energy solar power plant installation maintenance transmission distribution installation
500,Electrical Engineering,education detail january january electrical shivaji university september hsc pune maharashtra pune university july ssc pune maharashtra pune university electrical engineer electrical engineer electrical pvt skill detail company detail company electrical pvt description experience year month troubleshooting maintenance electrical equipment type maintenance utility electrical mechanical maintenance kva diesel generator set kirloskar htlt switchgear protection relay provision interlocking kirloskar handling vacuum sf6 circuit breaker transformer kva air circuit breaker maintenance stp wtp plant maintenance air blower actuator soft starter eot crane mono rail centrifugal vertical pump hydraulic machine rolling machine lath machine drill machine ahu hvac chiller basic knowledge plcscada operation trouble shooting switchgear control panel pump motor maintenance battery charger battery bank motor testing monitoring controlling control panel relay panel involved fault finding relay resetting monitoring correcting power factor service maintenance submersible pump maintenance mcc pcc panel servicing motor component motor operated valve problem solving power contactor auxiliary contactor relay effecting preventivepredictive maintenance schedule equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list main feeder distribution maint htlt break work electrical safety knowledge aspect safety application requirement familiar safety equipment tool lockout tag electrical switchgear work issue work permit clearance work electrical distribution network requirement proper usage protective equipment accident statistic
501,Electrical Engineering,skill office autocad introductory knowledge eplan saperp product specific coding strength complete work stipulated time keeping calm pressure multitasking experienced project engineering role good interpersonal skill team spirit flexibility cope stress fluent english good knowledge international standard rule iso atex nfpa iec nec shell dep college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aim study power grid network operation maharashtra state regional power grid centre nagpur india education detail thermal power plant engineering nangal punjab national power training institute electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering project management skill detail autocad exprience month enterprise resource planning exprience month eplan exprience monthscompany detail company osmoflo engineering service pvt description project management preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single diagram sld project standard preparation review electrical drawing layout hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing cable layout drawing material bom electrical equipment cable schedule oil gas water treatment plant overseas customer australia company vivid electromech pvt description pune region period june aug nature job electrical sale marketing project management htlt panel bus duct voltage stabilizer residential commercial industrial project responsible sale marketing htlt panel bust duct voltage stabilizer pune region project management awarded order developed big customer base pune region business development residentialcommercialindustrial project technical design commercial bidding negotiation meeting customer market survey authorised panel builder schneider house design company ador welding description period july nature job industrial electrical design project operation management prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single diagram sld project standard prepare review electrical drawing layout hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing cable layout drawing material bom electrical equipment cable schedule conversant autocad year exp introductory knowledge etap excellent verbal written communication year experience applying nec iec csa iecex atex nfpa api code standard electrical engineering design rca dfmea design modification innovation team technical quotation technical query technical bid evaluation coordinate client vendor project vendor development team lead review vendor document factory acceptance test fat site acceptance test sat responsibility handled project lead yibal petroleum development oman project company prakash industry description period sept responsibility handled operation maintenance electrical drive cfbc boiler turbine daily operation routine maintenance switchyard nature job electrical operation maintenance power plant shift incharge month certification course certified autocad cadd centre road pune
502,Electrical Engineering,education detail electrical engineering skill detail microsft office excell power point exprience monthscompany detail company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fighting leadership certificate week management certificate week advance fighting including industrial safety week
503,Electrical Engineering,achievement oriented people management skill manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skill matched manage stress time people effectively handle multiple task project simultaneously travel relocateeducation detail electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt skill detail company detail company refcon engineering pvt description greenfield project project status libs braseries burkena faso africa completed citrus processing india nanded completed carlsberg group myanmar yangon completed united brewery mysore completed united brewery hyderabad completed haldiram food pvt nagpur completed tetrapak india pvt amreli completed united brewery rajasthan completed handling activity project preparing project schedule plan engineering design drawing technical specification client requirement review process pid selection instrument energy efficient process material specification approval modification electrical drawing requirement process flow diagram general electrical standard carry automation engineering includes hardware software specification generate control philosophy process automation pid process technical documentation manual calculate estimation project price bidding client includes mcc plc panel power control cabling tray earthing material selection electrical switchgear pcc mcc apfc panel power control cable motor protection metering pt acbs earthing lightning analog digital instrument floating project enquiry communicate vendor evaluate vendor quote technical alignment generate power distribution sld drawing load flow general arrangement drawing panel controller logic diagram developing cable route plan schedule cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc panel vfd drive softstarters programming danfoss schnider vacon siemens drive working experience siemens s7300 1200 1500 et200s series allenbready rslogix plc installation calibration troubleshooting field instrument pressure temperature transmitter pneumatic valve actuator modulating valve solenoid valve flow meter flow switch flow transmitter level transmitter carry loop testing control cable schedule hand experience troubleshooting engineering service maintenance operation managing electrical power equipment supervising commissioning activity handling mechanical maintenance service activity operating plant company kisanveer sugar pvt description handling activity year experience worked asst electrical engineer erection field power plant testing commissioning electrical maintenance operation allied activity testing commissioning installation panel vfd drive drive panel scheduling planning predictive preventive maintenance process plant root analysis including budgeting cost control activity managing overhauling maintenance motor shunt motor panel switchgears vfds soft starter set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker unit fcbc panel protection include microprocessor based relay numerical relay relay coordination monitoring plansschedules start maintenance activity achieving target implementing maintenance system shut time daily power monitoring calculation reporting monthly basis
504,Electrical Engineering,education detail july electrical electronics engineering bhopal madhya pradesh rgpv july diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill detail basic computer electrical machine electrical wiring solar power plant distribution substation exprience year monthscompany detail company enigma business advisor description solar energy solar power plant installation maintenance transmission distribution installation
505,Electrical Engineering,education detail january january electrical shivaji university september hsc pune maharashtra pune university july ssc pune maharashtra pune university electrical engineer electrical engineer electrical pvt skill detail company detail company electrical pvt description experience year month troubleshooting maintenance electrical equipment type maintenance utility electrical mechanical maintenance kva diesel generator set kirloskar htlt switchgear protection relay provision interlocking kirloskar handling vacuum sf6 circuit breaker transformer kva air circuit breaker maintenance stp wtp plant maintenance air blower actuator soft starter eot crane mono rail centrifugal vertical pump hydraulic machine rolling machine lath machine drill machine ahu hvac chiller basic knowledge plcscada operation trouble shooting switchgear control panel pump motor maintenance battery charger battery bank motor testing monitoring controlling control panel relay panel involved fault finding relay resetting monitoring correcting power factor service maintenance submersible pump maintenance mcc pcc panel servicing motor component motor operated valve problem solving power contactor auxiliary contactor relay effecting preventivepredictive maintenance schedule equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list main feeder distribution maint htlt break work electrical safety knowledge aspect safety application requirement familiar safety equipment tool lockout tag electrical switchgear work issue work permit clearance work electrical distribution network requirement proper usage protective equipment accident statistic
506,Electrical Engineering,skill office autocad introductory knowledge eplan saperp product specific coding strength complete work stipulated time keeping calm pressure multitasking experienced project engineering role good interpersonal skill team spirit flexibility cope stress fluent english good knowledge international standard rule iso atex nfpa iec nec shell dep college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aim study power grid network operation maharashtra state regional power grid centre nagpur india education detail thermal power plant engineering nangal punjab national power training institute electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering project management skill detail autocad exprience month enterprise resource planning exprience month eplan exprience monthscompany detail company osmoflo engineering service pvt description project management preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single diagram sld project standard preparation review electrical drawing layout hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing cable layout drawing material bom electrical equipment cable schedule oil gas water treatment plant overseas customer australia company vivid electromech pvt description pune region period june aug nature job electrical sale marketing project management htlt panel bus duct voltage stabilizer residential commercial industrial project responsible sale marketing htlt panel bust duct voltage stabilizer pune region project management awarded order developed big customer base pune region business development residentialcommercialindustrial project technical design commercial bidding negotiation meeting customer market survey authorised panel builder schneider house design company ador welding description period july nature job industrial electrical design project operation management prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single diagram sld project standard prepare review electrical drawing layout hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing cable layout drawing material bom electrical equipment cable schedule conversant autocad year exp introductory knowledge etap excellent verbal written communication year experience applying nec iec csa iecex atex nfpa api code standard electrical engineering design rca dfmea design modification innovation team technical quotation technical query technical bid evaluation coordinate client vendor project vendor development team lead review vendor document factory acceptance test fat site acceptance test sat responsibility handled project lead yibal petroleum development oman project company prakash industry description period sept responsibility handled operation maintenance electrical drive cfbc boiler turbine daily operation routine maintenance switchyard nature job electrical operation maintenance power plant shift incharge month certification course certified autocad cadd centre road pune
507,Electrical Engineering,education detail electrical engineering skill detail microsft office excell power point exprience monthscompany detail company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fighting leadership certificate week management certificate week advance fighting including industrial safety week
508,Electrical Engineering,achievement oriented people management skill manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skill matched manage stress time people effectively handle multiple task project simultaneously travel relocateeducation detail electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt skill detail company detail company refcon engineering pvt description greenfield project project status libs braseries burkena faso africa completed citrus processing india nanded completed carlsberg group myanmar yangon completed united brewery mysore completed united brewery hyderabad completed haldiram food pvt nagpur completed tetrapak india pvt amreli completed united brewery rajasthan completed handling activity project preparing project schedule plan engineering design drawing technical specification client requirement review process pid selection instrument energy efficient process material specification approval modification electrical drawing requirement process flow diagram general electrical standard carry automation engineering includes hardware software specification generate control philosophy process automation pid process technical documentation manual calculate estimation project price bidding client includes mcc plc panel power control cabling tray earthing material selection electrical switchgear pcc mcc apfc panel power control cable motor protection metering pt acbs earthing lightning analog digital instrument floating project enquiry communicate vendor evaluate vendor quote technical alignment generate power distribution sld drawing load flow general arrangement drawing panel controller logic diagram developing cable route plan schedule cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc panel vfd drive softstarters programming danfoss schnider vacon siemens drive working experience siemens s7300 1200 1500 et200s series allenbready rslogix plc installation calibration troubleshooting field instrument pressure temperature transmitter pneumatic valve actuator modulating valve solenoid valve flow meter flow switch flow transmitter level transmitter carry loop testing control cable schedule hand experience troubleshooting engineering service maintenance operation managing electrical power equipment supervising commissioning activity handling mechanical maintenance service activity operating plant company kisanveer sugar pvt description handling activity year experience worked asst electrical engineer erection field power plant testing commissioning electrical maintenance operation allied activity testing commissioning installation panel vfd drive drive panel scheduling planning predictive preventive maintenance process plant root analysis including budgeting cost control activity managing overhauling maintenance motor shunt motor panel switchgears vfds soft starter set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker unit fcbc panel protection include microprocessor based relay numerical relay relay coordination monitoring plansschedules start maintenance activity achieving target implementing maintenance system shut time daily power monitoring calculation reporting monthly basis
509,Electrical Engineering,education detail july electrical electronics engineering bhopal madhya pradesh rgpv july diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill detail basic computer electrical machine electrical wiring solar power plant distribution substation exprience year monthscompany detail company enigma business advisor description solar energy solar power plant installation maintenance transmission distribution installation
510,Electrical Engineering,education detail january january electrical shivaji university september hsc pune maharashtra pune university july ssc pune maharashtra pune university electrical engineer electrical engineer electrical pvt skill detail company detail company electrical pvt description experience year month troubleshooting maintenance electrical equipment type maintenance utility electrical mechanical maintenance kva diesel generator set kirloskar htlt switchgear protection relay provision interlocking kirloskar handling vacuum sf6 circuit breaker transformer kva air circuit breaker maintenance stp wtp plant maintenance air blower actuator soft starter eot crane mono rail centrifugal vertical pump hydraulic machine rolling machine lath machine drill machine ahu hvac chiller basic knowledge plcscada operation trouble shooting switchgear control panel pump motor maintenance battery charger battery bank motor testing monitoring controlling control panel relay panel involved fault finding relay resetting monitoring correcting power factor service maintenance submersible pump maintenance mcc pcc panel servicing motor component motor operated valve problem solving power contactor auxiliary contactor relay effecting preventivepredictive maintenance schedule equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list main feeder distribution maint htlt break work electrical safety knowledge aspect safety application requirement familiar safety equipment tool lockout tag electrical switchgear work issue work permit clearance work electrical distribution network requirement proper usage protective equipment accident statistic
511,Operations Manager,education detail bca vinayaka mission university operation manager operation manager skill detail operation management exprience year monthscompany detail company bny mellon international operation india pvt description organization bny mellon international operation india pvt sept till bny mellon broad range product service area investment management investment service treasury service customer institution corporation highnetworth individual consultant advisor work business lob revenue billing service rb revenue billing service global center excellence generates invoice collect fee revenue investment service client staff location brooklyn pittsburgh syracuse pune business supported asset servicing corporate trust treasury service broker dealer service global collateral management support emea apac region job profile operation manager bny mellon international operation india pvt responsible daily operation billing department providing service institutional client globally led team professional responsible accurate timely account setup invoice production billing platform advantage fiserv firre sungard tasked improving service quality reducing unbilled revenue provide guidance staff professional development plan facilitating coaching feedback responsibility include limited audit business resumption planning evaluating emerging technology fee contract review negotiation vendor human resource hiring performance management employee personal development reward recognition program defining strategic direction business unit operation service delivery management monitor client kycs compliance monitoring institutional client manage support train team drafting reviewing standard operating procedure ensure compliance global regulation billing assist client contract review negotiation monitor analyze draft metric report weeklymonthly basis track progress compliance effort senior management coordinate internal stake holder draft response escalated enquiry client request participate risk control assessment rcsa concurrence meeting lob form defense operation accountability operational risk event ore perform root analysis issue document incident reporting ensure service delivery standard met green slatat monitor employee productivityefficiency performance management initiate goal setting exercise operation team lob provide direction employee established policy management guidance consistently meet onshore offshore stake holder provide real time update organize meeting functional peer group discus monthly mi actively involved hiring resource management level department oversee employee assistance program eap underperforming employee performance management staff semiannual annual appraisal established training development priority goal department secured senior management funding cut newhire job competency month introducing elearning module brainshark presentation encourage team understand communicate company vision competitive strategy driving business plan win play win initiate quarterly risk control selfassessments rcsa concurrence review process stake holder project managementtransitions management pmo worked project manager bny mellon pmo manage transition billing operation responsibility included limited understanding expectation technology documentation assessing capacity skillset executing transition plan process timeline slas escalation matrix ensuring smooth live regular review meeting post transition conducted analysis project determine roi viability project undertaking presenting senior operation director conceptualized implemented strategy capturing project program metric funneling easyto understand dashboard direct management oversight team employee direct report work directly technology architecture team identify strategic project breakdown program ensure complete adherence project management toll gate framework ensure user operation team required application access determined lesson learned postproject review integrated finding program plan talent management team function restructured organization design differentiate role develop career path easy work rotation performed skillgap analysis identify training development opportunity ensured participation tracked effectiveness training program developed implemented functionwide reward recognition program previous job profile bny mellon tenure assistant manager team leader business lob global corporate trust billing enterprise billing unit alternate investment service ai broker dealer service bd custodian fee billing trustee service provided admin service paying agent service registrar bny mellon corporate trust client billed invoiced generating revenue worked capacity assistant manager team leader tenure managing multiple team function billing department responsibility included assign daily work team respective mailbox ensure equal distribution activity team depending volume ensure timely completion monitor log spreadsheet activity activity saved designated shared drive quality check transaction processed work efficiency project monitor onshore email respond day actioned attend daily handoff discus processed work update onshore counterpart work efficiency sigmaquality project conduct monthly team member schedule team meeting mentoring hire team discus process update regularly managing performance appraisal employee team actively involved hiring process participate internal external audit attend concurrence meeting risk control selfassessment rcsa work experience company wipro technology description client microsoft wipro indian technology service corporation leading global technology consulting business process service company job profile worked application support engineer tier provided technical support siebel crm user globe microsoft corp communicated user understanding environment challenge troubleshoot issue provide solution utilized existing structure translate ticket category group name structure identified escalated issue tieriii production support team required ensure addressed resolved ensured siebel crm user site running utilizing proactive monitoring tool increased customer time trained engineer providing proactive support user compiled data department metric report management examination process mi reporting coordinated development team business user deployment modification actively participated stbqtp testing application version release perform periodic application health check tested implemented supported database replication including sql server replication type editing environment perform role flip server backend reduce application downtime maintained consistent eta month month desk ticket hour time span ensured knowledge base article repository updated regularly enable engineer troubleshooting issue work experience company dell global financial service description dell computer corporation aug till feb dell world leading computer system company dell design build customizes product service satisfy range customer requirement server storage professional service largest global corporation customer country dell business directly customer meet unique job profile worked account receivables senior associate dell handling portfolio corporate customer handling team senior credit controller walking floor coaching guiding controller minimizing credit loss managing team collect delinquent account handling escalation email phone identify late stage delinquent account resolve verbal written correspondence notice performing ledger account review discussing interim annual appraisal team member ensure closure stipulated time resolve problem transaction identified daily basis maintain record account result negotiation collection customer outstanding account refund tax credit release order credit task code assigned queue intervening communicating supporting department sale order processing delayedno response mentor hire assist team member improving performance required setting leading conference call customer internal department discus issue account deriving measure resolve team hurdle driving team attending weekly monthly review call management discus process issue way improvise work real time case potential order error situation specific customer requirement met decision resolve issue expeditious manner recommendation business rule addition designed capture commonly occurring order error motivation level high team member organizing fun work activity nominated transport spoc coe work experience capital international service gecis capital financial service unit american multinational conglomerate general electric commercial lending leasing range financial service commercial aviation energy support ge industrial business unit company description outbound call email informing institutional client delinquent payment standard operating procedure developed point lesson key customer shared team maintained accuracy rate year generate daily report team performance included way improvement coe revenue gained credibility team member level escalation issue manager single point contact spoc issue team
512,Operations Manager,key competency multi operation management people management customer service email mi vendor client service management cross functional coordination banking financial service transaction monitoring atm operation prepaid card operation preissuance postissuance po operation job profile skill effective communicator excellent relationship building interpersonal skill strong analytical problem solving organizational extensive experience managing operation demonstrated leadership quality organisational skill tenure managing customer centric operation ensuring customer satisfaction achieving service quality norm analyzing operational problem customer complaint preventive corrective action resolve receive respond key customer inquiry effective manner provide relevant timely deft steering banking backend operation analyzing risk managing delinquency dexterity applying technique maximizing recovery minimizing credit loss analyzed identified training team member developing organizing conducting training program manage quartile team improve performance preparing maintaining daily mi report evaluate performance efficiency process relate vertical measuring performance process term efficiency effectiveness matrix ensuring adherence sla major activity define process field service monitored check executed controlled measured vendor sla analyzing tat vendor client sla provided company procedure handling ensuring vendor payment issue sorted payment processed quarterly basis appropriately plan execute skill operation department policy procedure manage relationship business team software development team service achieve project objective software worked till ctl prime axis bank credit card insight po machine technical operation amex mid tid generation atos venture infotek ticket management tata communication private service atm noc operation branch portal yalamanchili software export prepaid card sbi bank zaggle prepaid ocean service zaggle prepaid ocean service pvt oct till designation manager operation payment industry prepaid card inr education detail commerce mumbai maharashtra mumbai university operation manager service manager operation payment industry prepaid card inr ftc skill detail operation exprience month satisfaction exprience month training exprience month noc exprience month point sale exprience monthscompany detail company zaggle prepaid ocean service pvt description card operation company yalamanchili software export description operation pvt dec feb designation service manager operation payment industry prepaid card inr ftc key contribution resultoriented business professional planning executing managing process improving efficiency operation team building detailing process determine effective result operation ensuring pin generation sla maintained chargeback case raised perfect timeframe managing email customer service properly ensuring email replied properly ensuring transaction monitoring properly managed assisting banker sbi bank bcp plan executed drpr plan vice versa business requirement expertise maintaining highest level quality operation ensuring adherence quality parameter procedure stringent norm lead manage supervise execution external audit engagement responsible presenting finding developing quality report senior management client coachmentor team member perform higher level opportunity providing timely continuous feedback working staff improve communication time management decision making organization analytical skill providing solution service client premise aforesaid count team member ensuring process client requirement interacting internal external stakeholder determining process gap designing conducting training program enhance operational efficiency retain talent providing optimum opportunity personal professional growth company credit card description ensured highest standard customer satisfaction quality service developing policy procedure improve based customer feedback resolving customer query correspondence inbound call email channel strength team member company ag transact technology limited description key contribution lead spoc bank company tata communication payment solution description atm operational tat analyzing issue technical nontechnical interacting internal external stakeholder company vertex customer solution india private description key contribution build positive working relationship team member client keeping management informed kyc document collection concurrent audit progress responding timely management inquiry understanding business conducting professionally company financial inclusion network operation limited description key contribution posoperations cascading adherence process strictly team member training reduce downtime managing stock edc terminal managing deployment terminal multiple team worked multiple terminal model managing outward application installed po machine company venture infotek private description key contribution posoperations company axis bank customer service description aug oct mafoii smart designation team leaderexecutive email phone banking correspondence unit snail mail
513,Operations Manager,skill versed office internet application erp system implemented company iesage flotilla erp tally wms exceed personal dossier permanent address bandra west mumbai detail bcom commerce mumbai maharashtra bombay university mumbai maharashtra andrew college dim business management ignou operation manager operation manager landmark insurance broker pvt skill detail employee resource group exprience month enterprise resource planning exprience month erp exprience month office exprience month tally exprience monthscompany detail company landmark insurance broker pvt description jan till company india largest insurance brokerage firm office state pan india landmarkgroup annual turnover position operation manager leading overseeing team people ensure correct work process tat complete insurance handling cheque submission upto policy issuance support office pan india motor health insurance ensuring data entry customer correctly customer service underwriting document verification health motor costing insurance product followup insurance company customer complain handling solution mi reporting ensuring team working operation sop conducting weekly briefing team liasing pan india office operational support handling daily cash transaction reporting vice president operation company trippereri travel tour description jan mar company startup travel agency company organising local international tour operation looked operation administrative sale function company vish hotel supply pvt description jan nov company distributor hotel supply star international hotel group india hotel amenity international supplier hotel india position operation manager supply chain logistics complete incharge running business shipping import warehousing upto distribution overseeing operational activity company overlooking managing aspect business implementing procedure successful shipping inventory management warehouse delivery material india export overseeing vendor negotiation addition custom warehouse cha negotiating freight forwarders freight rate quickest delivery time overseeing clearance import shipment export shipment liasing freight forwarders ensuring government tax compliance adhered company ensuring benefit government rebate duty scheme received availed customer company exim license held overseeing customer satisfied supply service company ensuring obstacle faced supply chain management smoothened hassel free delivery customer india overseeing account paybles receivables overseeing stock maintained warehouse accounting book implemented procedure sourcing vendor high quality manufacturing capability product manufacture visiting customer survey customer satisfaction address shortfall function recruitment interviewing finalizing candidate company company gea ecoflex middle east fze description company gea ecoflex gea group germany largest supplier process technology component food energy industry international technology group company focus sophisticated production process gea generates revenue excess eur billion annually key deliverable freight management acquire develop enhance relationship economical faster mode freight forwarding requirement company developing pricing strategy eye maximizing company profit reducing freight cost negotiating pricing individual sector freight forwardersshipping carrier ensuring timely delivery good respective destination manage negotiate import freight charge freight forwarders air line bulk air shipment moving america europe dubai india china gcc country identify snag loophole consignment moving late required deadline alternate solution meeting commitment logistics management managing logistic function negotiating transporter cost effective transport solution coordinating custom house agent ensuring timely clearance effective transport solution reasonable cost interfacing airline shipping line transport conducting negotiation finalizing freight rate optimize transportation cost ensure damage free transit monitoring analyzing loss transit undertaking measure control coordinated schedule mobilization sale team gcc onshore shore european site material inventory management handling inventory function curtail inventory holding expense ensuring specification material establishing quality quantity effective inventory control reducing wastage managing disposal obsolete retired inventory warehousing distribution planning maintaining efficient warehouse operation monitoring receipt inspection storage distribution stock resolving problem store service including staff punctuality dayoff vacation plan overseeing paper work processed timely manner discrepancy damageexpired good claim return purchase procurement providing support developing implementing key procurement strategy commodity ensuring plan aligned contractual statutory requirement ensuring project schedule identifying potential vendor strategic sourcing ensuring purchase schedule purchase plan timely procurement item ensure smooth manufacturing vendor supplier development providing support identifying negotiating vendor procuring essential material reasonable price developing vendor price quality delivery increased volume identifying alternate vendor developing longterm partnership local foreign supplier acquiring technocommercial offer vendor handled supplier prequalification vendor registration contribution managed operation including receiving stock order dispatch warehouse management special process inventory control global purchase facility compliance iso standard coordinating follow factory europe asia timely delivery material carrying receiving picking packing shipping average order monthly maintaining handling aed inventory stored external warehouse hold credit serving client power marine oil construction industry including sabic ksa played key role streamlining inventory identification tracking pivotal introducing systematic analysis daily discrepancy report generated report standardized receiving stocking checking housekeeping procedure decrease inventory discrepancy developing tracking successful meeting turnaround goal shipment company kuehne nagel llc description company worldwide leader logistics company activity global seafreight airfreight overland contract logistics business managed team executive reported general manager handling key account company successful handling entire export coordination documentation played pivotal role supervising receiving inventory control storage distribution traffic responsible maintaining scheduled driver negotiated rate route truck linescarriers essayed key role handling product distribution security receivables client united nation johnson johnson handled hotel logistics inventory distribution middle east marriot hilton group managed monitored smooth movement consignment moving direct import export transshipment consignment east middle east amman egypt branch respective destination transshipment usa air land sea supervised entire custom clearance consignment exitentry point direct import export transshipment consignment billing account job completed keeping track revenue client monthly basis regular customer visit ensure smooth operation address grievance company dhl express description company worldwide leader air express courrier wholly owned dpwn deutsche post net handle shipment key accountholders dhl india tracking tracing shipment solving problem undelivered shipment working dhl standard service procedure liasing operation network dhl station worldwide ensure timely delivery shipment proactively keeping customer informed status shipment transit delivery keeping track productivity team member updating record liasing india operation inbound freight shipment clearance timely delivery informing customer paperwork required sending shipment country handled project state bank india sending warrant customer globally keeping complete track shipment status informing sbi proactively company wns global service description company airlink international description company international company department activity cargo shipping ticketing freight forwarding designation held logistic assistant operation executive job responsibility handling account company answering customer query request complaint sending quotation billing account job completed preparing export documentation preparing free zone document liaising jebel ali port dubai sharjah port liaising shipping company export import coordinating barge loadouts complete inventory management adhering professional standard procedure achieve iso certificate worked software package exceed flotilla company serck service international description job responsibility liaising purchasing manager local international purchase technical part involving import export formality soliciting quote preparing purchase order communicating supplier local international receiving dispatching good liaising supplier ensure timely supply equipment stock control inventory maintenance reorder level stock preparing daily operation report maintaining iso standard involves efficient recording data systematic filing data company serck service international description march april company british based multinational company manufacturing radiator oil cooler heat exchanger cooling element purpose joined company account assistant promoted logistic assistant aug company serck service international description job responsibility maintaining updating database customer supplier handling walk customer sale service call preparing job order providing timely data preparation report circulating memo report invoicing major department banking petty cashiering preparing report general office duty
